reviewId,content,score,thumbsUpCount,at,replyContent,repliedAt,appName
f06c914e-a2ab-4439-a8d5-ca42d74594ac,For almost a year I've been using the Walmart app to order my groceries and really love it! Unfortunately for the past week I am unable to buy bottled water for delivery. It doesn't seem to be a stock issue since the same water is available for pickup. Will be going back to my previous provider since they still deliver bottled water. Would have been nice if Walmart actually alerted me of this instead of spending time with customer service.,1,8,1722841626000,"Omi, we understand your concerns. Let's work together to understand what's causing this. Please click on this link to provide more details: https://www.walmart.com/help",1722842915000,Walmart
84af81cf-1e21-4c0c-8195-0633d5eeaadc,"when I make a return, I usually am spending the refund on the same trip back to the store. I tend to always just do a refund to store credit to avoid having to wait for the bank transactions to come back. is there any chance to avoid wasting gift cards that you can allow a used gift card to be loaded with a refund so that I can just keep one in my wallet for that purpose. I just hate throwing them away every time :) customer service at my store is fantastic by the way",2,7,1723093652000,"Daniel, we acknowledge your suggestion. Please contact us at https://www.walmart.com/help.",1723097392000,Walmart
f9b94cf6-2497-4f5d-8811-66864b916790,"This app is really frustrating. Normally they allow W+ to deliver on items $25 and above. Today it's charging me, a W+ member, delivery fees($6.99) on $32(delivery) + $16 (free shipping) when I'm checking out both together. This economy is bad enough & we shouldn't be forced to make purchases over $35 for W+ delivery. They should calculate both carts combined for the minimum.",1,6,1723202204000,Thanks for bringing this to our attention. Please reach out to us to clarify your charges and ensure you're getting the benefits of your Walmart+ membership at https://www.walmart.com/help,1723202573000,Walmart
c1858691-d58c-4269-a341-c1f3e0790d95,"Not a bad app it just needs fine-tuning, better user interface/navigational functionality throughout the app. Also I would suggest a way to sort my purchase history based on my method of payment, also when browsing manufacturer offers for Walmart cash there needs to be something I can push to accept all offers because it can take hours trying to make sure I scroll and look at every offer available to check it one box at a time.",3,7,1723096158000,"Justin, thanks for sharing your thoughts on sorting purchase history and streamlining offers. You can connect with us at https://survey.walmart.com/app for our specialists to review.",1723097053000,Walmart
769b789f-1c8b-4c7b-b249-3103b51a95ad,"Apparently there is a system outage currently going on with the app when trying to check out. Only suggestions from customers support is to uninstall and install the app again. After several attempts, the issue still remains. I believe the app update on 7/31/24 has unpatched glitches and is responsible for all of the current problems being experienced nationwide.",1,8,1723057849000,Improving your experience is our goal. Contact us at walmart.com/help for further assistance.,1723060209000,Walmart
21e73474-2d88-422b-b763-83b0a4a50977,I was charged TWICE for the monthly membership fee. Customer Service was no assistance. Escalated my call to the Supervisor. What I was told is that they charged me the current month (August) and placed a hold in the same amount. Come September they would then deduct the payment from my account and the duplicate charge (for the HOLD) would possibly still be there. I cancelled the service today and will not do business again with Walmart. Cheap isn't so cheap when you are charged twice.,1,1,1722734279000,,,Walmart
8156f4a7-b41b-4bc2-b946-8110053630c8,"Great service with delivery, no charge, an optional tip to the delivery person (please do do that), and for the most part pretty accurate. I say that knowing that I have put the wrong thing in my cart occasionally. **However, I wish these big box stores would dump the 3rd party overpriced products. Shouldn't there be some sort of limit to how much they can price an item over the common retail price? How many have ordered something not seeing the price & no returns on 1 $40 bottle of juice? BS**",4,3,1722364596000,It's great to hear you enjoyed the delivery service. Your thoughts are appreciated. We encourage you to share more details through the link at https://survey.walmart.com/app.,1722474604000,Walmart
b5fd5aea-4908-44a8-8a85-0d2c5ded4f21,"You know what?, if it wasn't for me needing delivery so bad every month because I don't have a car, I would cancel my membership and be done with walmart completely. Everytime I order delivery now, it's either delayed, items missing, items damaged, or they charge me too much (charged me 2x) and I have to call and complain everytime. Another thing about the app. Fix the payments when I make an order then leave the checkout page to go add something else, it glitches the payments. Have to restart",2,22,1722711032000,We've noted your experience and would like to delve deeper into it. Please get in touch with us at walmart.com/help.,1722711389000,Walmart
260fce0e-87e8-4c4e-b5c1-ffa46791cfa9,"I have used this app religiously for years now and up until a few days ago I've never had an issue. Now, I cannot scan barcodes. It will not work no matter what I try. I've checked the permissions, there's good lighting, the barcode isn't blurry. Like I said, I've used this a million times in the past. I can pull up the barcode scan page, and it acts like it wants to scan it, but when it goes to pull up the price, it just loads and doesn't go no where. I'm using a Samsung galaxy s20 ultra",2,30,1721721551000,,,Walmart
7a85fd88-52fd-4469-82e8-e8d5e59f85a7,"Please fix the app! I can't use the scanner, the app freezes several times while trying to fill the cart, search for items, checking out! The same trying to use it in store. Can't search by the isle, can't scan. I order tea by the bottles. Walmart app will not work . App freezes constantly! You can't get finished with a order without it freezing at least three times before actually placing it. The app is terrible!!!",1,34,1722205574000,Thanks for sharing your experience with us. We’re sorry you’ve had issues while using the Walmart app. We’ve shared your issue with our App Development Team. Please provide with more info at https://survey.walmart.com/app,1672079255000,Walmart
dda02644-dd07-460a-b665-cedf559250a3,"""We're sorry. we're unable to load your cart"". Can't order if I can't load my cart. The option to filter disappears sometimes. If I can't filter out third party sellers forget it. Otherwise I love it. better than going to the store. only bug is sometimes it scrolls up while you're trying to scroll down and read something. I bet they do this so you take more look at the items j/k",2,51,1721943466000,"Glad to hear you're loving the app! As for those sneaky scrolls, we promise it's not intentional—must be a case of tech shenanigans! We'll look into it. Kindly share more info with us at https://survey.walmart.com/app",1718109298000,Walmart
51a62025-e009-4ea6-b229-d50658089aa5,"Watch your prices between the item description and the check out cart. I found an item marked down to $6 from $17 and put 4 in my cart. Went to my cart to find they were trying to charge me $39 each item. Talked to customer service and got told they would take my word for it but they deleted the items from my cart and I couldn't find it again to add back. So instead of honoring the price, they just took it all down and left me with nothing in return. Not impressed.",1,27,1722236016000,Thank you for bringing this to our attention. Please connect with us at walmart.com/help for further assistance. We aim to resolve this matter swiftly.,1722395558000,Walmart
b15e0246-a4a4-45a9-86d8-8d9686ea5cf5,"lots of products are horribly misclassified. The search is sloppy. searches for vegan products usually include meat in the results. It frequently invites me to rate products, but most of the time is days, ""something went wrong"" and won't accept the review. I like shopping online, but Walmart really needs to step up their game. With all the AI tools available, the product classification could be much better.",2,37,1721607074000,,,Walmart
546be368-1dbc-4a06-a3b5-d62ffbe73cbc,"I've ordered several times from Walmart & I always say it's my last time bc there's frequently an issue. My biggest problem is not being able to make substitutions easily for items that are out of stock. It's frustrating to me when the website says an item is in stock but it's magically sold out when the shopper is fulfilling the order. If that happened occasionally, I could understand, but it happens almost every time I place an order. It's inconvenient & a hassle. Instacart is better.",2,50,1721952917000,"Julie, we're committed to ensuring accurate stock information on our website. Reach out to us at: https://www.walmart.com/help",1722400946000,Walmart
b35c7942-ba42-40d6-b0a0-85365896dd8f,It's ok sometimes. I just don't like that they constantly tell you they're out of stock. Plus they need to do a better option for substitutions to where you shouldn't have to go through the entire order. just click on only the ones you want. Sometimes my orders get mixed up with other products but they will refund you if you contact them.,4,0,1723370813000,"Thanks for sharing your thoughts! We’re always working on making stock updates and substitutions even smoother. If you have any more thoughts to share or need assistance, we’re here to help at https://www.walmart.com/help",1723378756000,Walmart
5865b554-4080-4294-b9ce-75e3aa857b41,"Problems with unavailable merch showing in stock - unable to simply transfer order to nearby stores because they also show unavailable things in stock. I get that its a lot of stock to manage, but inventory is always inaccurate. App design is fine - I'd rather just use a website for curbside pickup, and Walmart wont allow anything but the app for such. Will delete as soon as I can actually fulfill the order, which may be much longer than anticipated.",1,1,1723255665000,We value your review and will look into this for you. Please contact us at walmart.com/help,1723256608000,Walmart
572686c0-82c2-4eab-ac5c-23eef937c0ea,"Update: No one at Walmart com will help with this issue. A rep said the Walmart app issues are handled separately, said someone would contact me in 24 hours. Nope. The price scanner has worked great for years. This week it stopped working. Customer service has thus far not been able to help me get it fixed. I scan an item's upc code and it appears to be retrieving the price, but never displays it. I tried deleting the app and reinstalling; still not working.",1,82,1721638297000,"We’re here for you. Please reach out at https://www.walmart.com/help, so we can help resolve this.",1721124914000,Walmart
3c39ee74-796c-43d7-bfa5-2786d3ba97a2,"They stay trying to scam you. One second something is $15 then by the time you go to check out its now all of a sudden a quick price change to to $50! This just happened. AGAIN. They keep playing with the prices online, double check them before you pay because the price it was when you added to cart will NOT be the same price by the time you go check out. They know most folks aren't going to recheck the price for something wildly unexpected like that & end up getting scammed. Target would never.",1,14,1722725868000,"That sounds really frustrating. We’re working constantly to ensure price consistency and transparency. For immediate help or to discuss this further, please reach out here: https://www.walmart.com/help",1722727664000,Walmart
d6ee6087-9cd6-4419-8672-be77970f33fe,"After the new design, I can't use the scanner function in the store. It's always ""cannot find a match"" even if I nanually entered the barcode! They also removed all the price checker in the store. What a mess did you do in your App just to incorporate Walmart+ with huge membership fee. Even more expensive than Sam's Club and Costco membership! Fix your App! Everything in your App is a mess right now! I can't even search In-store items and locate the aisle.",1,71,1721437555000,,,Walmart
43ade34a-71de-416f-a90c-697552c28101,"Sometimes the store location for pickup changes- based on where you physically are while using the app, perhaps. At least 4x this resulted in a pickup order being placed far from my home. then I have to cancel it, wait for a refund and either replace the order or shop it myself. the app should have an ""are you sure?"" message before finalizing pick up orders at the non-defsult store. Also the default store in my account should never change unless I do it manually.",3,31,1722147002000,"Your suggestion for the app is valuable, Melissa. Please share them with us at: https://survey.walmart.com/app",1722404318000,Walmart
805c5c56-b683-49cc-872d-eb542519f977,"App sucks. When an item is out of stock, it suggests to substitute a completely different item or gives not substitution option, at all. Can not edit shipping list, in either case, to get a similar item or a different brand. Corporate keeps saying there's an option & apologizes, but it doesn't & nothing gets fixed on the app.",2,4,1721711751000,,,Walmart
c82fe95f-2834-460f-b487-8d8c97f6bffe,"Works great but spammy spammy spammy notifications. Even though I've turned off all notifications other than related to telling me about orders being ready, it still tells me anytime I have something in the cart that I have not checked out. Recently, it has even started telling me that I LOOKED at something and should buy it. I'll buy it if I want it. I don't need a three-year-old nagging me about getting it now now now!",2,0,1722719656000,"Glad the app works well, but those extra notifications sound pesky! We'd like to learn more about them, Cindy. Please share more info with us at https://survey.walmart.com/app",1722720809000,Walmart
de7421a0-8646-4b1a-bada-8ad1a56e41ba,"This app sucks and now I will never be going shopping at Walmart again. I canceled an online order for food with a debit card same one I have canceled with before and always got my money back within hours but now I have to wait 2 weeks. Don't be messing with people's money! I'll be going to Winco now they have a better meat selection, they are open 24/7, and cheaper.",1,2,1722712243000,"We'd like to dive deeper into the issue you mentioned, Angeleia. Please reach us at https://www.walmart.com/help for assistance.",1722714337000,Walmart
980a586f-eec8-4448-93e0-8e3fffc3e136,It is a good app. I find it difficult adding or removing items before the pay window. Or putting any messages on the products themselves. Like for example substitute items you can't change the amount to purchase instead of the original amount I ordered on a different product.,4,1,1722569475000,"We value our customers review. Please provide us with more info at https://survey.walmart.com/app
",1722570588000,Walmart
7f6d4642-8f2c-4095-a9d0-e8aa764a3cb6,I like the service and convenience of delivery but have had issues with the delivery part broken eggs missing items to the point of having to be refunded over 50 dollars at times. Most deliveries are fine but lately it has been a problem. I live in assisted living and I can't get out to go grocery shopping so I depend on this service for my groceries.,3,0,1722551943000,"We're glad you find the service convenient, though the recent issues are concerning. For smoother deliveries and support, please reach out here: https://www.walmart.com/help",1722553271000,Walmart
14532e71-e0d3-41a0-a546-fe1ca49ba5dd,"App works. But the pickup and delivery system is terrible. Even when I have substitutions set to next best similar item,it just gets put as not available even though there are so many things it could have been substituted with. And when I do pick a specific thing to substitute it with because of that,9/10 it's the same outcome. And this happens with half my order most of the time. I wish I didn't need to use these services,but I do. Customer service is also completely not helpful.",4,68,1722866023000,"Thank you for sharing your input. To resolve these issues with pickup and delivery, please reach out to us at walmart.com/help. We’re committed to improving your experience.",1722884581000,Walmart
9b3fcb48-2d5c-481a-8057-d43dab48db4f,"I've been using this app routinely for a LONG time... specifically I use it to check where products are located in the store AND I love being able to scan items to check on pricing. However, sometime within the past month or so the scanner in the app no longer works!! I've done some research, and I see many others are having this same problem!! I've used the app for ages so I know what I'm doing. I've done nothing different to make it not work. I have the proper permissions for the app etc.",1,13,1721705223000,,,Walmart
2973de53-f2ae-4234-bd81-f88bfcb5402e,"Paid for Walmart+ for years, then suddenly ALL produce items are out of stock when I choose delivery. Contacted customer support 10 times and have been promised that this issue will be escalated but no one reached back to me. They are just unable to resolve the issue. Not sure if it's a local issue with their Union, NJ store but this has been going on for months now. Cancelling my membership...",1,1,1723083713000,"Ensuring fresh produce availability is important to us, and we’d love to look into this for you. Please reach us at https://www.walmart.com/help for assistance.",1723019688000,Walmart
32f4f36d-493f-47ce-8bba-795fe2d95653,"I like the convenience of online shopping. There's a big drawback, however. My orders are often incomplete because popular items are routinely unavailable despite being listed on the website. I don't particularly like the substitutions offered for the products I want. I also don't like the fact that I have to spend a minimum of $35 in order to have grocery pick up without a costly fee.",4,4,1722408202000,Your review is valuable to us. We're here to enhance your experience. Please reach out to https://survey.walmart.com/app with more details.,1722472539000,Walmart
da6f53b3-7934-4186-8059-f6de5409f1e2,I think that a company as big and wide spread as Walmart should be able to hire programmers and tech support that are skilled enough to make their app work without freezing up and forcing me to exit and return so many times. I request to see items from low price to high and they are NEVER listed that way. apparently they have changed their search and you have to go through several steps just to get to the category I want. Don't appreciate attempt to manipulate me into browsing.,3,0,1723243273000,"Sue, your concerns matters to us. Please contact us at https://www.walmart.com/help, so we can look into this further.",1723249125000,Walmart
f8fc6367-74c1-41b1-97a2-db082ab08ad7,"Your website is constantly freezing right at the very minute that I need to check out before my reservation expires and on top of that every 3 minutes during my shopping things in my cart start to become ""unavailable"". I'll revisit my cart to see where I'm at and it'll suddenly it'll be like ""there's 5 things unavailable"" it's absolutely RIDICULOUS!",1,1,1723358763000,"We suggest you try a forced close or shutdown of the app, and then re-launch it again to make it work. If you're still experiencing any issues, please contact us at walmart.com/help",1723359338000,Walmart
50b37121-4021-49ac-a901-904e6a0e70e2,"This app helps me out tremendously. I am a disabled Veteran and I suffer from Anxiety. Going into the store is sometimes very difficult for me, so the option of having my groceries and other needs delivered is such a big deal for me. Also, I've always had positive experiences with the delivery people. They've all been so friendly and on time. Thanks Walmart, you've made my life so much easier 😍",5,60,1721807332000,,,Walmart
6a3d3eed-cb64-4ddf-b6f9-0ba3a4b79a70,"Walmart App is not working on my Galaxy S24 Ultra this morning. It regularly freezes with routine use, and I have to force close it and reopen. Did the same behavior on my Google Pixel 7 Pro and my Galaxy A54 5g also. If you browse a lot of pages within the app, it freezes. I am assuming it is a memory or web server problem, or both. I know Verizon is doing a Network upgrade in my area if that helps developers. Uninstalled and reinstalled.",3,3,1721944662000,,,Walmart
cb44c146-0dc2-485c-ac62-f77149059f4c,"For some reason the app was updated to be worse. The Aisle number a product was in used to be displayed in the cart so I could make my list in the cart then go through the store picking up all my stuff. Now the aisle is not displayed in the cart and if I want to see where the item is I have to navigate out of my cart, to the item's page, scroll until I find the aisle number, then navigate back to the cart. For every single item in my cart. Huge inconvenience.",1,2,1722243481000,Your experience with the app's recent changes and the added inconvenience is noted for future updates. Please contact us at: https://survey.walmart.com/app,1722405568000,Walmart
1f8345b8-70ed-4355-9b81-b7e9d4ea386b,"The update recently done to the app has done nothing but cause great confusion. Now you go to your cart, but many items you put in your cart are not there. So you get there in your cart you find that you don't even know you have. apparently a back order cart or something. So you place the order on both carts to get what you ordered. my opinion is you F'd it all up. Now only confusion. I'm going to HEB, screw this! NOT TO MENTION, USE YOUR DEBIT HERE & YOU WILL BE HACKED! NEVER AGAIN!",1,13,1721813153000,,,Walmart
5fcbd829-c677-40b5-aae7-b61489a4a398,The price scanner on the app isn't working. I scan an item and it keeps spinning not loading a price it's been like this for a week. I thought uninstalling would help but same thing happens. Clearing data and cache doesn't help either. Internet connection is good so that's not an issue either . How do I fix this?,2,10,1721710994000,,,Walmart
efe60c11-36e1-4b3e-83dd-dc6cd3daa27e,"Predatory UI elements. No longer supports price low to high item filter. Has fake MSRP on most all ""discounted"" products. Changes prices at the final payment authorization screen. Claims an item is free shipping until you are poised to checkout. I could go on .... And on.... And... you get the point.",1,1,1722909194000,We'd certainly like to look further into the issue you mentioned. Please connect with us at https://www.walmart.com/help,1722912496000,Walmart
71bea0de-50bb-4c28-b238-42f20958dd38,"This is a great service when the drivers follow instructions. I ask they ring the bell when they deliver. They will deliver as much a 30 minutes early or late, and I'm not able to constantly watch my phone or I may even forget about the order. Milk, fresh meat, and ice cream do not stay good in summer temps for more than a few minutes. Especially since they have already been out of the fridge for a while before they arrive. I tip if they follow directions. If they don't, I don't tip.",4,2,1722043543000,"Glad you find the service great, though timing and instructions are key!",1722468775000,Walmart
db82a36e-4013-4309-bbdd-56f7020cc667,"App is no longer giving prices when you scan a barcode. The wheel just scrolls forever. Try it on over a dozen different items, products. Latest update broke that function. Deleted cache, deleted data, signed back in, problem is still there. Deleted app, reinstalled app, signed back in, problem is still there. Brand new, latest pixel phone, latest Android OS.",1,20,1721588281000,,,Walmart
fd1e800b-f443-4d14-b8d2-816cae3265d0,"App stuck at check in when your on your way. Will not let me check in to notify I'm on my way, this blocks the following prompt upon arrival to check in with parking spot number. Nobody answers the phone on the sign in the pick up area so I ended up wasting time trying to flag someone down(in the correct area btw) left without groceries. Fix your buggy app.",1,0,1723207026000,"Thank you for sharing your experience. It sounds like a frustrating situation. Please reach out to us at https://www.walmart.com/help, so we can address the issue with the app and improve the pickup process.",1723207532000,Walmart
63919b41-1fa6-4021-bdef-a07b6b3e51a6,"If I am not in the store, it works great, every time I am in the store and I try to use check a price or find a item it just loads after scanning barcode. It's getting old I have had this problem for months. I have reset phone, updated, un-installed and reinstalled nothing works.",2,7,1721439598000,,,Walmart
8aa4fa6b-7bb7-4a7c-86a8-b5388517b971,"The delivery service is disappointing most of the time. I'm always either missing items, have smashed or rotten items, or sometimes items I didn't even order. (which means someone else is missing their item). The substitutions are sometimes ridiculous as well. When they were out of my sugar-free keto cookies, they substituted with full sugar Chips Ahoy. I would never recommend to my loved ones paying for a membership for the ""free"" delivery service. I'm probably going to cancel mine.",2,20,1721593789000,,,Walmart
32bc6aff-683f-4bff-8b63-1c65d1494943,"I did an update around 7/14/24, and since then, I can't get any merchandise bar codes to scan. Is anyone else having this problem? I've uninstalled the app and reinstalled it. I've cleared the cache. I tried using the in-store wifi and my own data, and none of these efforts have made a difference. This is a great feature when it works.",2,21,1721619293000,,,Walmart
7a025e3c-39b4-4cf5-b89b-8970a9a0e0f5,"It's an ok app but if u want it order within 3hrs, u ARE NOT allowed to make substitutions which allows ur picker/shopper to pick ANY RANDOM item that is similar, not good. The shopper is not communicative throughout the experience which is not good either. Instacart has the best app when it comes to grocery delivery. It's easier to communicate w the shoppers n make substitutions if ur original selection is not available. Walmart just sticks u with whatever n ur stuck paying for it",1,1,1722905276000,Thank you for voicing your concern about our Online Grocery Pickup service. We would love to get more information into what happened. Please contact us at walmart.com/grocery/help,1663386947000,Walmart
5a1ed033-7609-4251-b5cd-c2713e84757f,"I tried to utilize free delivery with Walmart Plus free trial membership and I was still charged a delivery fee. I opted out of a tip and even with the sales tax it came out to be more. I'll continue to utilize the Walmart app without the Plus that's actually a minus. I see no advantage for me because when I order through the app, I always spend the minimum amount of $35. No benefit to paying a monthly amount of $12.99. I don't need all of the bells and whistles.",4,46,1723098599000,"Sana, we're here to assist. Kindly share more information through this link. https://www.walmart.com/help",1723098923000,Walmart
a2808546-a660-4306-9e07-bc3f0e1f398a,I haven't had any issues with the app up until today. I've never had any issues with ordering items I've recently purchased until now. It's beginning to become very annoying as I've tried numerous times to scroll through recent orders and then the app freezes and then says it's not responding.,4,0,1722575023000,"We suggest you try a forced close or shutdown of the app, and then re-launch it again to make it work. If you're still experiencing any issues, Please contact us at walmart.com/help",1722575886000,Walmart
4f17802e-cd72-4032-bd4a-dc8da245193f,"waited to check out 20 minutes. got to register and charged the wrong price for an item. the chaos ensued. 25 minutes later , I left the item at Walmart. told they didn't have the sale item although it was in my cart. told it wasn't on sale at their store and they didn't have it. only online orders. false, given the stores info along with the isle number they still refused to sell the item at the cost listed for their store. horrible customer service along with rudeness. never again. TARGET ⏰️!",1,0,1722551902000,"Sounds like a rough experience. We're always aiming to improve. If you'd like to share more, please reach out here: https://www.walmart.com/help",1722553071000,Walmart
6d54c4c3-a78b-44bf-a1e5-48b0900c5aa9,"At first I absolutely loved Walmart+ for the delivery service and I was about to switch to the annual subscription, but I'm so glad I didn't. They just released changes so that the delivery window is now 2 hours instead of 1 and instead of trying to substitute your items that are missing with something of equal value or cancelling the item completely, they are up-upcharging for more items that are nearly double the price, plus no longer allowing you to accept the substitutions. Horrible changes.",1,27,1722278543000,"Kimberly, your input on the recent changes to Walmart+ delivery and substitution practices will help guide improvements. Feel free to share your thoughts with us at: https://survey.walmart.com/?walmart-store-core",1722406210000,Walmart
846afb7b-f74a-40a3-9b91-66d37308e1a2,I really enjoy this app for price comparison at other stores and to check prices within the Walmart store. I am having trouble with the scanning feature and have contacted customer service. I'm not happy about this issue. This has only happened in the last week or two. I worried the update messed it up it shows on July 16 .,4,4,1721764937000,,,Walmart
f95b8347-d812-457a-a832-782a05a2ccd5,"I subscribed for free grocery delivery and it's frustrating. If the item you want is unavailable then they will give you a substitute, you can choose to decline it, but every time I have still paid for these items. You're supposed to be able to chat with your shopper, but mostly they ignore it. I've received rotten produce and melted food. I've lost way more money than I've saved.",1,20,1721887239000,,,Walmart
0d56f810-1a9d-45fa-80c0-699d6b4f5984,"This app is useful for getting groceries, however, beware if you sign up for the free Walmart+ trial. Unlike every other subscription service, if you cancel auto renew with the free Walmart+ trial, the trial will be canceled too, and you won't be able to use it. Guess Walmart lost my money on this, cuz I'm not going to pay for something I couldn't even test out. Lol.",3,0,1723379175000,,,Walmart
364597eb-b77b-4b1c-a71c-0fda374abd8a,"I love shopping for all kinds of things that Walmart has both online and the store itself. They have some awesome products there. I've actually shopped online for groceries once and the delivery was really fast. The staff there are really nice and helpful. Thank you so much for your amazing service!! To the makers of the Walmart app, y'all have done good!! Keep up the great work!!",5,40,1722655264000,We're dedicated to providing the best experience possible!,1722655916000,Walmart
f17a274d-2935-43fb-9858-5f7417c49a49,"""TURRBLE!"" Dumb in general. You have to reset your filters after every search. Also, the filters don't actually work. It's slow and not intuitive in any way, shape, or form. It's a busy app that's managed to make online shopping not fun. Edit: Actually, it's more useless than I thought. The first order I put through I had to cancel. Informed they were running behind. It ""has been delayed."" This is perfectly understandable, but no new time given isn't. 2 hours pass. I work early & have to sleep.",1,91,1721301510000,"We appreciate your thoughts on our app, Heinrich. Let's improve your shopping experience. Reach out so we can help at https://www.walmart.com/help",1721278419000,Walmart
259e8d20-8769-42fc-9089-17133938a0ed,"The app has discounts on items for your store. For whatever reason, the store can't match the price that walmart has on the app. I tried my first purchase through the app, and they kept canceling my order. Talked to a rep on the app. They said if you make any changes to your account, it takes 24 hours to make a purchase on the app. otherwise, it will be flagged. Sorry for adding a payment option to buy something on the app. Not really what I would call friendly for first-time buyers.",2,12,1721114627000,,,Walmart
f2d607eb-6984-41fc-9a93-4e13214a7269,"The annoying full screen pop-up ad for Walmart plus is back again every time I open the app. I would not care at all if the ad was just integrated into the app homepage or something, but it annoys the heck out of me whenever something just randomly pops up in front of something else that I am trying to tap on. I DO NOT WANT WALMART PLUS and the more the ads for it annoys me the less likely I am to ever consider getting it. Otherwise the app is pretty solid and works well",2,2146,1720951017000,Thanks for sharing your experience with us. We’re sorry you’ve had issues while using the Walmart app. We’ve shared your issue with our App Development Team. Please provide with more info at https://survey.walmart.com/app,1690105533000,Walmart
